12383330,"REPAIR      ",2025-03-05 16:23:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seatbelt</Complaint><Cause>Check van find driver seatbelt latch not working </Cause><Correction>Remove seat belt latch and replace with a new seat belt latch on van but it’s still saying that the seatbelt is malfunctioning </Correction><Estimate></Estimate><Notes>This van need to go at the dealership so that all the module for the seatbelt drive side can be check </Notes>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12627441,"REPAIR      ",2025-03-25 00:11:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new seatbelt buckle assembly and clear the airbag light</Correction><Notes></Notes><Cause>Seatbelt buckle assembly needs to be replaced</Cause><Complaint>The seatbelt buckle is sticking and does not want to release the seatbelt at all. This causes a safety concern</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.250000,0.000000,75.000000,93.750000
12627441,"REPAIR      ",2025-03-25 00:11:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new seatbelt buckle assembly and clear the airbag light</Correction><Notes></Notes><Cause>Seatbelt buckle assembly needs to be replaced</Cause><Complaint>The seatbelt buckle is sticking and does not want to release the seatbelt at all. This causes a safety concern</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,22.730000,22.730000
12634006,"REPAIR      ",2025-03-26 23:01:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seat belt not working properly </Complaint><Cause>Buckle is worn out </Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes>Replaced seat belt buckle RM</Notes>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12634006,"REPAIR      ",2025-03-26 23:01:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seat belt not working properly </Complaint><Cause>Buckle is worn out </Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes>Replaced seat belt buckle RM</Notes>,"PART        ",0.000000,1.000000,102.300000,102.300000
12634006,"REPAIR      ",2025-03-26 23:01:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Complaint>Seat belt not working properly </Complaint><Cause>Buckle is worn out </Cause><Correction>Replaced seat belt buckle </Correction><Estimate></Estimate><Notes>Replaced seat belt buckle RM</Notes>,"SERVICES    ",0.000000,1.000000,15.000000,15.000000
12650253,"REPAIR      ",2025-03-26 00:59:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>Broken seat belt </Complaint><Cause>Wear and tear</Cause><Correction>Removed old buckle and replaced with new </Correction><Estimate></Estimate><Notes>3/26/25 Rob <br>Found old seatbelt buckle to be worn due to use and age removed old seatbelt, buckle unplugged, wiring installed new seatbelt, buckle plugged in and secured wiring.<br>Job completed</Notes>","LABOR       ",0.500000,0.000000,110.000000,55.000000
12650253,"REPAIR      ",2025-03-26 00:59:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Complaint>Broken seat belt </Complaint><Cause>Wear and tear</Cause><Correction>Removed old buckle and replaced with new </Correction><Estimate></Estimate><Notes>3/26/25 Rob <br>Found old seatbelt buckle to be worn due to use and age removed old seatbelt, buckle unplugged, wiring installed new seatbelt, buckle plugged in and secured wiring.<br>Job completed</Notes>","PART        ",0.000000,1.000000,135.850000,135.850000
12676169,"REPAIR      ",2025-04-02 04:58:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Remove B pillar, trim, and replace seatbelt tensioner</Correction><Notes></Notes><Cause>Due to wear and tear seatbelt and start to come apart</Cause><Complaint>Customer states seatbelt needs to be replaced</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.000000,0.000000,110.000000,110.000000
12676169,"REPAIR      ",2025-04-02 04:58:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Remove B pillar, trim, and replace seatbelt tensioner</Correction><Notes></Notes><Cause>Due to wear and tear seatbelt and start to come apart</Cause><Complaint>Customer states seatbelt needs to be replaced</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,264.500000,264.500000
12678179,"REPAIR      ",2025-04-03 02:17:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seat belt buckle assembly</Correction><Notes>Successfully completed the driver side seat belt buckle replacement.  Verified proper operation.</Notes><Cause>Seat belt buckle worn out from excessive use</Cause><Complaint>Driver side seat belt buckle worn out</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.800000,0.000000,110.000000,88.000000
12678179,"REPAIR      ",2025-04-03 02:17:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seat belt buckle assembly</Correction><Notes>Successfully completed the driver side seat belt buckle replacement.  Verified proper operation.</Notes><Cause>Seat belt buckle worn out from excessive use</Cause><Complaint>Driver side seat belt buckle worn out</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,126.090000,126.090000
12681561,"REPAIR      ",2025-04-08 23:24:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>The correction at the moment is to replace the seatbelt and the buckle. I removed the torqued down rail bolts and installed the new ones with lock tight. Replaced the buckle and connected the scanner to make sure the buckle is reading properly and clear any related codes. Applied another helping of grease to the ratching mechanism on the spool since the parts have been sitting for a minute on the MSC. Confirmed operability of spool and buckle now all is good.</Correction><Notes></Notes><Cause>Belt is worn</Cause><Complaint>Repair for section 1</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,280.500000,280.500000
12681561,"REPAIR      ",2025-04-08 23:24:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>The correction at the moment is to replace the seatbelt and the buckle. I removed the torqued down rail bolts and installed the new ones with lock tight. Replaced the buckle and connected the scanner to make sure the buckle is reading properly and clear any related codes. Applied another helping of grease to the ratching mechanism on the spool since the parts have been sitting for a minute on the MSC. Confirmed operability of spool and buckle now all is good.</Correction><Notes></Notes><Cause>Belt is worn</Cause><Complaint>Repair for section 1</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,102.300000,102.300000
12681561,"REPAIR      ",2025-04-08 23:24:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>The correction at the moment is to replace the seatbelt and the buckle. I removed the torqued down rail bolts and installed the new ones with lock tight. Replaced the buckle and connected the scanner to make sure the buckle is reading properly and clear any related codes. Applied another helping of grease to the ratching mechanism on the spool since the parts have been sitting for a minute on the MSC. Confirmed operability of spool and buckle now all is good.</Correction><Notes></Notes><Cause>Belt is worn</Cause><Complaint>Repair for section 1</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.900000,0.000000,110.000000,99.000000
12703084,"REPAIR      ",2025-04-03 04:59:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced</Correction><Notes></Notes><Cause>Worn from use</Cause><Complaint>DRIVER SEATBELT HAS EXPOSED WIRES</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12703084,"REPAIR      ",2025-04-03 04:59:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced</Correction><Notes></Notes><Cause>Worn from use</Cause><Complaint>DRIVER SEATBELT HAS EXPOSED WIRES</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,156.968300,156.970000
12703101,"REPAIR      ",2025-04-03 06:04:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Buckle replaced</Correction><Notes></Notes><Cause>Damaged seatbelt buckle</Cause><Complaint>VAN SAYS AIRBAG MALFUNCTION</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12703101,"REPAIR      ",2025-04-03 06:04:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Buckle replaced</Correction><Notes></Notes><Cause>Damaged seatbelt buckle</Cause><Complaint>VAN SAYS AIRBAG MALFUNCTION</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,156.968300,156.970000
12722683,"REPAIR      ",2025-04-08 04:02:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Got to van. Checked seatbelt retractor. Seatbelt retractor gets stuck. Will order new seatbelt  *** got to van. Removed driver door pillar trim. Replaced seatbelt and retractor assembly.  Reinstalled pillar trim. Verified repair. Seatbelt working as it should at this time</Correction><Notes></Notes><Cause>Seat belt retractor inoperative</Cause><Complaint>Driver stated seatbelt not retracting</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.500000,0.000000,110.000000,55.000000
12722683,"REPAIR      ",2025-04-08 04:02:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Got to van. Checked seatbelt retractor. Seatbelt retractor gets stuck. Will order new seatbelt  *** got to van. Removed driver door pillar trim. Replaced seatbelt and retractor assembly.  Reinstalled pillar trim. Verified repair. Seatbelt working as it should at this time</Correction><Notes></Notes><Cause>Seat belt retractor inoperative</Cause><Complaint>Driver stated seatbelt not retracting</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,358.400000,358.400000
12722683,"REPAIR      ",2025-04-08 04:02:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Got to van. Checked seatbelt retractor. Seatbelt retractor gets stuck. Will order new seatbelt  *** got to van. Removed driver door pillar trim. Replaced seatbelt and retractor assembly.  Reinstalled pillar trim. Verified repair. Seatbelt working as it should at this time</Correction><Notes></Notes><Cause>Seat belt retractor inoperative</Cause><Complaint>Driver stated seatbelt not retracting</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.250000,0.000000,110.000000,137.500000
12726139,"REPAIR      ",2025-04-08 03:46:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Remove trim and old seat belt. Install new seat belt and reinstall trim.</Correction><Notes></Notes><Cause>Seat belt assembly is failing and not retracting, which could cause a driver to get caught in belt and fall drom van.</Cause><Complaint>During diagnostic found seat belt is faulty.</Complaint><CauseOfRepair></CauseOfRepair>","LABOR       ",1.000000,0.000000,110.000000,110.000000
12726139,"REPAIR      ",2025-04-08 03:46:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ","<Correction>Remove trim and old seat belt. Install new seat belt and reinstall trim.</Correction><Notes></Notes><Cause>Seat belt assembly is failing and not retracting, which could cause a driver to get caught in belt and fall drom van.</Cause><Complaint>During diagnostic found seat belt is faulty.</Complaint><CauseOfRepair></CauseOfRepair>","PART        ",0.000000,1.000000,255.200000,255.200000
12729042,"REPAIR      ",2025-04-10 07:32:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seatbelt buckle</Correction><Notes></Notes><Cause>Seatbelt buckle broke</Cause><Complaint>Mechanic inspection</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.550000,0.000000,74.000000,40.700000
12729042,"REPAIR      ",2025-04-10 07:32:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seatbelt buckle</Correction><Notes></Notes><Cause>Seatbelt buckle broke</Cause><Complaint>Mechanic inspection</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,109.020000,109.020000
12736259,"REPAIR      ",2025-04-30 09:06:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>4/29 technician confirmed we have parts. Technician removed plastic cover from seat. Technician removed seat belt buckle. Technician installed new seat belt buckl. Technician scanned vehicle and cleared all lights. Job completed</Correction><Notes>Authorized By: PGLB  Wipers & Interior - Seat Belt not working or defective - Driver seat belt does not always register</Notes><Cause>Authorized By: PGLB  Wipers & Interior - Seat Belt not working or defective - Driver seat belt does not always register</Cause><Complaint>Authorized By: PGLB  Wipers & Interior - Seat Belt not working or defective - Driver seat belt does not always register</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.200000,0.000000,110.000000,132.000000
12738217,"REPAIR      ",2025-04-11 12:30:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Technician started vehicle and confirmed vehicle srs light was staying on. Technician scanned vehicle and found code for driver side seat belt and buckle malfunction. Technician found we have parts and replace seat belt and buckle</Correction><Notes>Authorized By: PGLB Warning Lights & Gauges - Other - SRS malfunction</Notes><Cause>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Cause><Complaint>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12738217,"REPAIR      ",2025-04-11 12:30:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Technician started vehicle and confirmed vehicle srs light was staying on. Technician scanned vehicle and found code for driver side seat belt and buckle malfunction. Technician found we have parts and replace seat belt and buckle</Correction><Notes>Authorized By: PGLB Warning Lights & Gauges - Other - SRS malfunction</Notes><Cause>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Cause><Complaint>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",2.200000,0.000000,110.000000,242.000000
12738217,"REPAIR      ",2025-04-11 12:30:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Technician started vehicle and confirmed vehicle srs light was staying on. Technician scanned vehicle and found code for driver side seat belt and buckle malfunction. Technician found we have parts and replace seat belt and buckle</Correction><Notes>Authorized By: PGLB Warning Lights & Gauges - Other - SRS malfunction</Notes><Cause>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Cause><Complaint>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,287.650000,287.650000
12738217,"REPAIR      ",2025-04-11 12:30:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Technician started vehicle and confirmed vehicle srs light was staying on. Technician scanned vehicle and found code for driver side seat belt and buckle malfunction. Technician found we have parts and replace seat belt and buckle</Correction><Notes>Authorized By: PGLB Warning Lights & Gauges - Other - SRS malfunction</Notes><Cause>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Cause><Complaint>: Authorized By: PGLB  Warning Lights & Gauges - Other - SRS malfunction</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,110.805000,110.810000
12746633,"REPAIR      ",2025-04-10 04:10:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Unit air Bag light has been fixed unit had a damage driver buckle causing light to active</Correction><Notes>Authorized By: BEN LMR MANAGER Warning Lights & Gauges - Other - AIR BAG LIGHT IS ON</Notes><Cause>Went ahead and turn on unit and had light for front left malfunction consult workshop went ahead and connected scan tool To check codes and had code for driver side buckle short circuit went ahead and check buckle connector and was connected check unit fuses all good went ahead and check again buckle and could see buckle cable was ripped went ahead and check connex to see if we had any buckles and we did I remove bolt securing buckle run new buckle wire under seat made sure it was out of the way were it could get ripped went ahead and added zip ties for a better securement turn on unit and no light was on connect scan tool and light went Away test drove unit to see if light would active again and light didn’t activate again</Cause><Complaint>Authorized By: BEN LMR MANAGER Warning Lights & Gauges - Other - AIR BAG LIGHT IS ON</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.300000,0.000000,110.000000,143.000000
12746633,"REPAIR      ",2025-04-10 04:10:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Unit air Bag light has been fixed unit had a damage driver buckle causing light to active</Correction><Notes>Authorized By: BEN LMR MANAGER Warning Lights & Gauges - Other - AIR BAG LIGHT IS ON</Notes><Cause>Went ahead and turn on unit and had light for front left malfunction consult workshop went ahead and connected scan tool To check codes and had code for driver side buckle short circuit went ahead and check buckle connector and was connected check unit fuses all good went ahead and check again buckle and could see buckle cable was ripped went ahead and check connex to see if we had any buckles and we did I remove bolt securing buckle run new buckle wire under seat made sure it was out of the way were it could get ripped went ahead and added zip ties for a better securement turn on unit and no light was on connect scan tool and light went Away test drove unit to see if light would active again and light didn’t activate again</Cause><Complaint>Authorized By: BEN LMR MANAGER Warning Lights & Gauges - Other - AIR BAG LIGHT IS ON</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,120.390000,120.390000
12752514,"REPAIR      ",2025-04-11 01:54:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seat belt retractor</Correction><Notes>Replaced seat belt retractor and tested unit for operation. HCS</Notes><Cause>Worm out seat belt retractor</Cause><Complaint>Seat belt won't retract</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12752514,"REPAIR      ",2025-04-11 01:54:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced seat belt retractor</Correction><Notes>Replaced seat belt retractor and tested unit for operation. HCS</Notes><Cause>Worm out seat belt retractor</Cause><Complaint>Seat belt won't retract</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,352.000000,352.000000
12752698,"REPAIR      ",2025-04-22 14:19:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced the driver side seat belt buckle due to an open circuit causing the airbag light to come on... Chris k</Correction><Notes>Replaced the driver side seat belt buckle due to an open circuit causing the airbag light to come on... Chris k</Notes><Cause>See section 3 for cause</Cause><Complaint>Authorized By: TAMEEKA Warning Lights & Gauges - Other - MULTIPLE WARNING LIGHTS ON DASH</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,126.620000,126.620000
12752698,"REPAIR      ",2025-04-22 14:19:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replaced the driver side seat belt buckle due to an open circuit causing the airbag light to come on... Chris k</Correction><Notes>Replaced the driver side seat belt buckle due to an open circuit causing the airbag light to come on... Chris k</Notes><Cause>See section 3 for cause</Cause><Complaint>Authorized By: TAMEEKA Warning Lights & Gauges - Other - MULTIPLE WARNING LIGHTS ON DASH</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.500000,0.000000,110.000000,55.000000
12755307,"REPAIR      ",2025-04-11 03:32:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Buckle replaced</Correction><Notes></Notes><Cause>Frayed wires</Cause><Complaint>Seatbelt buckle damaged</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,116.950000,116.950000
12755307,"REPAIR      ",2025-04-11 03:32:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Buckle replaced</Correction><Notes></Notes><Cause>Frayed wires</Cause><Complaint>Seatbelt buckle damaged</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12757948,"REPAIR      ",2025-04-11 05:04:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>R&R DRIVERS SEATBELT ASSEMBLY</Correction><Notes>Drivers seatbelt faulty</Notes><Cause>TECHNICIAN FOUND DRIVERS SEATBELT NO LONGER RETRACTING PROPERLY</Cause><Complaint>Drivers seatbelt faulty</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,319.660000,319.660000
12757948,"REPAIR      ",2025-04-11 05:04:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>R&R DRIVERS SEATBELT ASSEMBLY</Correction><Notes>Drivers seatbelt faulty</Notes><Cause>TECHNICIAN FOUND DRIVERS SEATBELT NO LONGER RETRACTING PROPERLY</Cause><Complaint>Drivers seatbelt faulty</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.300000,0.000000,110.000000,143.000000
12758521,"REPAIR      ",2025-04-11 04:26:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Tech R&R drivers seat belt to return safe driving conditions and proper srs system functionality.</Correction><Notes>Driver seat belt unsafe due to fraying</Notes><Cause>Mileage based failure</Cause><Complaint>Technician found seat belt extremely frayed leading to unsafe conditions for the driver</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,319.660000,319.660000
12758521,"REPAIR      ",2025-04-11 04:26:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Tech R&R drivers seat belt to return safe driving conditions and proper srs system functionality.</Correction><Notes>Driver seat belt unsafe due to fraying</Notes><Cause>Mileage based failure</Cause><Complaint>Technician found seat belt extremely frayed leading to unsafe conditions for the driver</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.300000,0.000000,110.000000,143.000000
12758685,"REPAIR      ",2025-04-11 03:34:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Found bolt that was similar threads to install seatbelt buckle . Installed seat belt buckle secure buckle to seat frame and installed connector</Correction><Notes>Replaced seat belt buckle</Notes><Cause>Seat belt buckle on driver side missing and missing hardware</Cause><Complaint>Replace seat belt buckle</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.000000,0.000000,110.000000,110.000000
12758685,"REPAIR      ",2025-04-11 03:34:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Found bolt that was similar threads to install seatbelt buckle . Installed seat belt buckle secure buckle to seat frame and installed connector</Correction><Notes>Replaced seat belt buckle</Notes><Cause>Seat belt buckle on driver side missing and missing hardware</Cause><Complaint>Replace seat belt buckle</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,134.850000,134.850000
12776727,"REPAIR      ",2025-04-26 01:42:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new driver side seatbelt</Correction><Notes>Replace driver side seat belt</Notes><Cause>Driver seatbelt stay all way out not releasing need to be replace worn out parts</Cause><Complaint>Driver side seat belt not releasing</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.500000,0.000000,110.000000,55.000000
12776727,"REPAIR      ",2025-04-26 01:42:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new driver side seatbelt</Correction><Notes>Replace driver side seat belt</Notes><Cause>Driver seatbelt stay all way out not releasing need to be replace worn out parts</Cause><Complaint>Driver side seat belt not releasing</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,388.600000,388.600000
12776727,"REPAIR      ",2025-04-26 01:42:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Remove and install new driver side seatbelt</Correction><Notes>Replace driver side seat belt</Notes><Cause>Driver seatbelt stay all way out not releasing need to be replace worn out parts</Cause><Complaint>Driver side seat belt not releasing</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.250000,0.000000,75.000000,93.750000
12787569,"REPAIR      ",2025-05-02 03:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seat belt</Correction><Notes></Notes><Cause>Passenger seat belt doesn’t retract</Cause><Complaint>Seat belt not working</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",0.500000,0.000000,110.000000,55.000000
12787569,"REPAIR      ",2025-05-02 03:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seat belt</Correction><Notes></Notes><Cause>Passenger seat belt doesn’t retract</Cause><Complaint>Seat belt not working</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,107.800000,107.800000
12787569,"REPAIR      ",2025-05-02 03:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seat belt</Correction><Notes></Notes><Cause>Passenger seat belt doesn’t retract</Cause><Complaint>Seat belt not working</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,50.000000,50.000000
12787569,"REPAIR      ",2025-05-02 03:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seat belt</Correction><Notes></Notes><Cause>Passenger seat belt doesn’t retract</Cause><Complaint>Seat belt not working</Complaint><CauseOfRepair></CauseOfRepair>,"PART        ",0.000000,1.000000,294.800000,294.800000
12787569,"REPAIR      ",2025-05-02 03:12:00,"CLOSED      ","CLOSED      ","MRCBN       ","SPRINTER    ","002-011-003 ","Seat Belt & Retainer Assembly                               ",<Correction>Replace seat belt</Correction><Notes></Notes><Cause>Passenger seat belt doesn’t retract</Cause><Complaint>Seat belt not working</Complaint><CauseOfRepair></CauseOfRepair>,"LABOR       ",1.900000,0.000000,110.000000,209.000000
